case_id,policy,t,wealth,goal_action,goal_take_decision,portfolio_action,portfolio_index
57,dp,5,239.7422263142,1.0,1,0.9,13
57,greedy,5,239.7422263142,1.0,1,0.5,7
57,dp,5,273.9911157876,1.0,1,0.8333333333333334,12
57,greedy,5,273.9911157876,1.0,1,0.5,7
57,dp,5,308.2400052611,1.0,1,0.7,10
57,greedy,5,308.2400052611,1.0,1,0.5,7
57,dp,5,342.4888947345,1.0,1,0.6333333333333333,9
57,greedy,5,342.4888947345,1.0,1,0.5,7
57,dp,5,376.737784208,1.0,1,0.6333333333333333,9
57,greedy,5,376.737784208,1.0,1,0.5,7
57,dp,5,410.9866736815,1.0,1,0.6333333333333333,9
57,greedy,5,410.9866736815,1.0,1,0.5,7
57,dp,5,445.2355631549,1.0,1,0.5666666666666667,8
57,greedy,5,445.2355631549,1.0,1,0.5,7
57,dp,5,479.4844526284,1.0,1,0.5,7
57,greedy,5,479.4844526284,1.0,1,0.5,7
57,dp,5,513.7333421018,1.0,1,0.5,7
57,greedy,5,513.7333421018,1.0,1,0.5,7
57,dp,5,547.9822315753,1.0,1,0.43333333333333335,6
57,greedy,5,547.9822315753,1.0,1,0.5,7
57,dp,5,582.2311210487,1.0,1,0.43333333333333335,6
57,greedy,5,582.2311210487,1.0,1,0.5,7
57,dp,5,616.4800105222,1.0,1,0.43333333333333335,6
57,greedy,5,616.4800105222,1.0,1,0.5,7
57,dp,5,650.7288999956,1.0,1,0.36666666666666664,5
57,greedy,5,650.7288999956,1.0,1,0.5,7
57,dp,5,684.9777894691,1.0,1,0.36666666666666664,5
57,greedy,5,684.9777894691,1.0,1,0.5,7
57,dp,5,719.2266789426,1.0,1,0.3,4
57,greedy,5,719.2266789426,1.0,1,0.5,7
57,dp,5,753.475568416,1.0,1,0.3,4
57,greedy,5,753.475568416,1.0,1,0.5,7
57,dp,5,787.7244578895,1.0,1,0.3,4
57,greedy,5,787.7244578895,1.0,1,0.5,7
57,dp,5,821.9733473629,1.0,1,0.3,4
57,greedy,5,821.9733473629,1.0,1,0.5,7
57,dp,5,856.2222368364,1.0,1,0.23333333333333334,3
57,greedy,5,856.2222368364,1.0,1,0.5,7
57,dp,5,890.4711263098,1.0,1,0.23333333333333334,3
57,greedy,5,890.4711263098,1.0,1,0.5,7
57,dp,5,924.7200157833,1.0,1,0.23333333333333334,3
57,greedy,5,924.7200157833,1.0,1,0.5,7
57,dp,5,958.9689052567,1.0,1,0.23333333333333334,3
57,greedy,5,958.9689052567,1.0,1,0.5,7
57,dp,5,993.2177947302,1.0,1,0.23333333333333334,3
57,greedy,5,993.2177947302,1.0,1,0.5,7
57,dp,5,1027.4666842036,1.0,1,0.23333333333333334,3
57,greedy,5,1027.4666842036,1.0,1,0.5,7
57,dp,5,1111.4906654191,1.0,1,0.23333333333333334,3
57,greedy,5,1111.4906654191,1.0,1,0.5,7
57,dp,5,1202.3859442911,1.0,1,0.23333333333333334,3
57,greedy,5,1202.3859442911,1.0,1,0.5,7
57,dp,5,1300.7144405335,1.0,1,0.23333333333333334,3
57,greedy,5,1300.7144405335,1.0,1,0.5,7
57,dp,5,1407.084026427,1.0,1,0.16666666666666666,2
57,greedy,5,1407.084026427,1.0,1,0.5,7
57,dp,5,1522.1522847197,1.0,1,0.1,1
57,greedy,5,1522.1522847197,1.0,1,0.5,7
57,dp,5,1646.6305738406,1.0,1,0.1,1
57,greedy,5,1646.6305738406,1.0,1,0.5,7
57,dp,5,1781.2884255572,1.0,1,0.1,1
57,greedy,5,1781.2884255572,1.0,1,0.5,7
57,dp,5,1926.9583022641,1.0,1,0.1,1
57,greedy,5,1926.9583022641,1.0,1,0.5,7
57,dp,5,2084.5407433122,1.0,1,0.1,1
57,greedy,5,2084.5407433122,1.0,1,0.5,7
57,dp,5,2255.0099321938,1.0,1,0.1,1
57,greedy,5,2255.0099321938,1.0,1,0.5,7
57,dp,5,2439.4197189989,1.0,1,0.03333333333333333,0
57,greedy,5,2439.4197189989,1.0,1,0.5,7
57,dp,5,2638.9101353765,1.0,1,0.03333333333333333,0
57,greedy,5,2638.9101353765,1.0,1,0.5,7
57,dp,5,2854.7144422734,1.0,1,0.03333333333333333,0
57,greedy,5,2854.7144422734,1.0,1,0.5,7
57,dp,5,3088.1667540231,1.0,1,0.03333333333333333,0
57,greedy,5,3088.1667540231,1.0,1,0.5,7
57,dp,5,3340.7102859153,1.0,1,0.03333333333333333,0
57,greedy,5,3340.7102859153,1.0,1,0.5,7
57,dp,5,3613.9062762336,1.0,1,0.03333333333333333,0
57,greedy,5,3613.9062762336,1.0,1,0.5,7
57,dp,5,3909.4436379186,1.0,1,0.03333333333333333,0
57,greedy,5,3909.4436379186,1.0,1,0.5,7
57,dp,5,4229.149399522,1.0,1,0.03333333333333333,0
57,greedy,5,4229.149399522,1.0,1,0.5,7
57,dp,5,4575.0,1.0,1,0.03333333333333333,0
57,greedy,5,4575.0,1.0,1,0.5,7
57,dp,6,0.0,0.0,0,0.03333333333333333,0
57,greedy,6,0.0,0.0,0,0.5,7
57,dp,6,0.1745762712,0.0,0,0.9666666666666667,14
57,greedy,6,0.1745762712,0.0,0,0.5,7
57,dp,6,0.3543898305,0.0,0,0.9666666666666667,14
57,greedy,6,0.3543898305,0.0,0,0.5,7
57,dp,6,0.5395977966,0.0,0,0.9666666666666667,14
57,greedy,6,0.5395977966,0.0,0,0.5,7
57,dp,6,0.7303620017,0.0,0,0.9666666666666667,14
57,greedy,6,0.7303620017,0.0,0,0.5,7
57,dp,6,0.9268491329,0.0,0,0.9666666666666667,14
57,greedy,6,0.9268491329,0.0,0,0.5,7
57,dp,6,1.0,0.0,0,0.9666666666666667,14
57,greedy,6,1.0,0.0,0,0.5,7
57,dp,6,1.1292308781,0.0,0,0.9666666666666667,14
57,greedy,6,1.1292308781,0.0,0,0.5,7
57,dp,6,1.3376840756,0.0,0,0.9666666666666667,14
57,greedy,6,1.3376840756,0.0,0,0.5,7
57,dp,6,1.5523908691,0.0,0,0.9666666666666667,14
57,greedy,6,1.5523908691,0.0,0,0.5,7
57,dp,6,1.7735388664,0.0,0,0.9666666666666667,14
57,greedy,6,1.7735388664,0.0,0,0.5,7
57,dp,6,2.0,0.0,0,0.9666666666666667,14
57,greedy,6,2.0,0.0,0,0.5,7
57,dp,6,2.0013213035,0.0,0,0.9666666666666667,14
57,greedy,6,2.0013213035,0.0,0,0.5,7
57,dp,6,2.2359372138,0.0,0,0.9666666666666667,14
57,greedy,6,2.2359372138,0.0,0,0.5,7
57,dp,6,2.4775916014,0.0,0,0.9666666666666667,14
57,greedy,6,2.4775916014,0.0,0,0.5,7
57,dp,6,2.7264956207,0.0,0,0.9666666666666667,14
57,greedy,6,2.7264956207,0.0,0,0.5,7
57,dp,6,2.9828667605,0.0,0,0.9666666666666667,14
57,greedy,6,2.9828667605,0.0,0,0.5,7
57,dp,6,3.0,0.0,0,0.9666666666666667,14
57,greedy,6,3.0,0.0,0,0.5,7
57,dp,6,3.2469290345,0.0,0,0.9666666666666667,14
57,greedy,6,3.2469290345,0.0,0,0.5,7
57,dp,6,3.5189131767,0.0,0,0.9666666666666667,14
57,greedy,6,3.5189131767,0.0,0,0.5,7
57,dp,6,3.7990568432,0.0,0,0.9666666666666667,14
57,greedy,6,3.7990568432,0.0,0,0.5,7
57,dp,6,4.0,0.0,0,0.9666666666666667,14
57,greedy,6,4.0,0.0,0,0.5,7
57,dp,6,4.0876048196,0.0,0,0.9666666666666667,14
57,greedy,6,4.0876048196,0.0,0,0.5,7
57,dp,6,4.3848092354,0.0,0,0.9666666666666667,14
57,greedy,6,4.3848092354,0.0,0,0.5,7
57,dp,6,4.6909297837,0.0,0,0.9666666666666667,14
57,greedy,6,4.6909297837,0.0,0,0.5,7
57,dp,6,5.0,0.0,0,0.9666666666666667,14
57,greedy,6,5.0,0.0,0,0.5,7
57,dp,6,5.0062339484,0.0,0,0.9666666666666667,14
57,greedy,6,5.0062339484,0.0,0,0.5,7
57,dp,6,5.330997238,0.0,0,0.9666666666666667,14
57,greedy,6,5.330997238,0.0,0,0.5,7
57,dp,6,5.6655034263,0.0,0,0.9666666666666667,14
57,greedy,6,5.6655034263,0.0,0,0.5,7
57,dp,6,6.0,0.0,0,0.9666666666666667,14
57,greedy,6,6.0,1.0,1,0.5,7
57,dp,6,6.0100448003,0.0,0,0.9666666666666667,14
57,greedy,6,6.0100448003,1.0,1,0.5,7
57,dp,6,6.3649224155,0.0,0,0.9666666666666667,14
57,greedy,6,6.3649224155,1.0,1,0.5,7
57,dp,6,6.7304463592,0.0,0,0.9666666666666667,14
57,greedy,6,6.7304463592,1.0,1,0.5,7
57,dp,6,7.0,0.0,0,0.9666666666666667,14
57,greedy,6,7.0,1.0,1,0.5,7
57,dp,6,7.1069360211,0.0,0,0.9666666666666667,14
57,greedy,6,7.1069360211,1.0,1,0.5,7
57,dp,6,7.4947203729,0.0,0,0.9666666666666667,14
57,greedy,6,7.4947203729,1.0,1,0.5,7
57,dp,6,7.8941382553,0.0,0,0.9666666666666667,14
57,greedy,6,7.8941382553,1.0,1,0.5,7
57,dp,6,8.0,0.0,0,0.9666666666666667,14
57,greedy,6,8.0,1.0,1,0.5,7
57,dp,6,8.3055386742,0.0,0,0.9666666666666667,14
57,greedy,6,8.3055386742,1.0,1,0.5,7
57,dp,6,8.7292811056,0.0,0,0.9666666666666667,14
57,greedy,6,8.7292811056,1.0,1,0.5,7
57,dp,6,9.0,0.0,0,0.9666666666666667,14
57,greedy,6,9.0,1.0,1,0.5,7
57,dp,6,9.1657358099,0.0,0,0.9666666666666667,14
57,greedy,6,9.1657358099,1.0,1,0.5,7
57,dp,6,9.6152841554,0.0,0,0.9666666666666667,14
57,greedy,6,9.6152841554,1.0,1,0.5,7
57,dp,6,10.0,0.0,0,0.9666666666666667,14
57,greedy,6,10.0,1.0,1,0.5,7
57,dp,6,10.0783189513,0.0,0,0.9666666666666667,14
57,greedy,6,10.0783189513,1.0,1,0.5,7
57,dp,6,10.555244791,0.0,0,0.9666666666666667,14
57,greedy,6,10.555244791,1.0,1,0.5,7
57,dp,6,11.0,0.0,0,0.9666666666666667,14
57,greedy,6,11.0,1.0,1,0.5,7
57,dp,6,11.0464784059,0.0,0,0.9666666666666667,14
57,greedy,6,11.0464784059,1.0,1,0.5,7
57,dp,6,11.5524490293,0.0,0,0.9666666666666667,14
57,greedy,6,11.5524490293,1.0,1,0.5,7
57,dp,6,12.0,0.0,0,0.9666666666666667,14
57,greedy,6,12.0,1.0,1,0.5,7
57,dp,6,12.0735987713,0.0,0,0.9666666666666667,14
57,greedy,6,12.0735987713,1.0,1,0.5,7
57,dp,6,12.6103830056,0.0,0,0.9666666666666667,14
57,greedy,6,12.6103830056,1.0,1,0.5,7
57,dp,6,13.0,0.0,0,0.9666666666666667,14
57,greedy,6,13.0,1.0,1,0.5,7
57,dp,6,13.163270767,0.0,0,0.9666666666666667,14
57,greedy,6,13.163270767,1.0,1,0.5,7
57,dp,6,13.7327451612,0.0,0,0.9666666666666667,14
57,greedy,6,13.7327451612,1.0,1,0.5,7
57,dp,6,14.0,0.0,0,0.9666666666666667,14
57,greedy,6,14.0,1.0,1,0.5,7
57,dp,6,14.3193037872,0.0,0,0.9666666666666667,14
57,greedy,6,14.3193037872,1.0,1,0.5,7
57,dp,6,14.923459172,0.0,0,0.9666666666666667,14
57,greedy,6,14.923459172,1.0,1,0.5,7
57,dp,6,15.0,0.0,0,0.9666666666666667,14
57,greedy,6,15.0,1.0,1,0.5,7
57,dp,6,15.5457392184,0.0,0,0.9666666666666667,14
57,greedy,6,15.5457392184,1.0,1,0.5,7
57,dp,6,16.0,0.0,0,0.9666666666666667,14
57,greedy,6,16.0,1.0,1,0.5,7
57,dp,6,16.1866876661,0.0,0,0.9666666666666667,14
57,greedy,6,16.1866876661,1.0,1,0.5,7
57,dp,6,16.8468645673,0.0,0,0.9666666666666667,14
57,greedy,6,16.8468645673,1.0,1,0.5,7
57,dp,6,17.0,0.0,0,0.9666666666666667,14
57,greedy,6,17.0,1.0,1,0.5,7
57,dp,6,17.5268467755,0.0,0,0.9666666666666667,14
57,greedy,6,17.5268467755,1.0,1,0.5,7
57,dp,6,18.0,0.0,0,0.9666666666666667,14
57,greedy,6,18.0,1.0,1,0.5,7
57,dp,6,18.2272284499,0.0,0,0.9666666666666667,14
57,greedy,6,18.2272284499,1.0,1,0.5,7
57,dp,6,18.9486215746,0.0,0,0.9666666666666667,14
57,greedy,6,18.9486215746,1.0,1,0.5,7
57,dp,6,19.0,0.0,0,0.9666666666666667,14
57,greedy,6,19.0,1.0,1,0.5,7
57,dp,6,19.691656493,0.0,0,0.9666666666666667,14
57,greedy,6,19.691656493,1.0,1,0.5,7
57,dp,6,20.0,0.0,0,0.9666666666666667,14
57,greedy,6,20.0,1.0,1,0.5,7
57,dp,6,20.456982459,0.0,0,0.9666666666666667,14
57,greedy,6,20.456982459,1.0,1,0.5,7
57,dp,6,21.0,0.0,0,0.9666666666666667,14
57,greedy,6,21.0,1.0,1,0.5,7
57,dp,6,21.245268204,0.0,0,0.9666666666666667,14
57,greedy,6,21.245268204,1.0,1,0.5,7
57,dp,6,22.0,0.0,0,0.9666666666666667,14
57,greedy,6,22.0,1.0,1,0.5,7
57,dp,6,22.0572025213,0.0,0,0.9666666666666667,14
57,greedy,6,22.0572025213,1.0,1,0.5,7
57,dp,6,22.8934948681,0.0,0,0.9666666666666667,14
57,greedy,6,22.8934948681,1.0,1,0.5,7
57,dp,6,23.0,0.0,0,0.9666666666666667,14
57,greedy,6,23.0,1.0,1,0.5,7
57,dp,6,23.7548759853,0.0,0,0.9666666666666667,14
57,greedy,6,23.7548759853,1.0,1,0.5,7
57,dp,6,24.0,0.0,0,0.9666666666666667,14
57,greedy,6,24.0,1.0,1,0.5,7
57,dp,6,24.6420985361,0.0,0,0.9666666666666667,14
57,greedy,6,24.6420985361,1.0,1,0.5,7
57,dp,6,25.0,0.0,0,0.9666666666666667,14
57,greedy,6,25.0,1.0,1,0.5,7
57,dp,6,25.5559377634,0.0,0,0.9666666666666667,14
57,greedy,6,25.5559377634,1.0,1,0.5,7
57,dp,6,26.0,0.0,0,0.9666666666666667,14
57,greedy,6,26.0,1.0,1,0.5,7
57,dp,6,26.4971921674,0.0,0,0.9666666666666667,14
57,greedy,6,26.4971921674,1.0,1,0.5,7
57,dp,6,27.0,0.0,0,0.9666666666666667,14
57,greedy,6,27.0,1.0,1,0.5,7
57,dp,6,27.4666842036,0.0,0,0.9666666666666667,14
57,greedy,6,27.4666842036,1.0,1,0.5,7
57,dp,6,28.0,0.0,0,0.9666666666666667,14
57,greedy,6,28.0,1.0,1,0.5,7
57,dp,6,29.0,0.0,0,0.9666666666666667,14
57,greedy,6,29.0,1.0,1,0.5,7
57,dp,6,30.0,0.0,0,0.9666666666666667,14
57,greedy,6,30.0,1.0,1,0.5,7
57,dp,6,31.0,0.0,0,0.9666666666666667,14
57,greedy,6,31.0,1.0,1,0.5,7
57,dp,6,32.0,0.0,0,0.9666666666666667,14
57,greedy,6,32.0,1.0,1,0.5,7
57,dp,6,33.0,0.0,0,0.9666666666666667,14
57,greedy,6,33.0,1.0,1,0.5,7
57,dp,6,34.0,0.0,0,0.9666666666666667,14
57,greedy,6,34.0,1.0,1,0.5,7
57,dp,6,34.2488894735,1.0,1,0.9666666666666667,14
57,greedy,6,34.2488894735,1.0,1,0.5,7
57,dp,6,35.0,1.0,1,0.9666666666666667,14
57,greedy,6,35.0,1.0,1,0.5,7
57,dp,6,36.0,1.0,1,0.9666666666666667,14
57,greedy,6,36.0,1.0,1,0.5,7
57,dp,6,37.0,1.0,1,0.9666666666666667,14
57,greedy,6,37.0,1.0,1,0.5,7
57,dp,6,38.0,1.0,1,0.9666666666666667,14
57,greedy,6,38.0,1.0,1,0.5,7
57,dp,6,39.0,1.0,1,0.9666666666666667,14
57,greedy,6,39.0,1.0,1,0.5,7
57,dp,6,40.0,1.0,1,0.9666666666666667,14
57,greedy,6,40.0,1.0,1,0.5,7
57,dp,6,41.0,1.0,1,0.9666666666666667,14
57,greedy,6,41.0,1.0,1,0.5,7
57,dp,6,42.0,1.0,1,0.9666666666666667,14
57,greedy,6,42.0,1.0,1,0.5,7
57,dp,6,43.0,1.0,1,0.9666666666666667,14
57,greedy,6,43.0,1.0,1,0.5,7
57,dp,6,44.0,1.0,1,0.9666666666666667,14
57,greedy,6,44.0,1.0,1,0.5,7
57,dp,6,45.0,1.0,1,0.9666666666666667,14
57,greedy,6,45.0,1.0,1,0.5,7
57,dp,6,46.0,1.0,1,0.9666666666666667,14
57,greedy,6,46.0,1.0,1,0.5,7
57,dp,6,47.0,1.0,1,0.9666666666666667,14
57,greedy,6,47.0,1.0,1,0.5,7
57,dp,6,48.0,1.0,1,0.9666666666666667,14
57,greedy,6,48.0,1.0,1,0.5,7
57,dp,6,49.0,1.0,1,0.9666666666666667,14
57,greedy,6,49.0,1.0,1,0.5,7
57,dp,6,50.0,1.0,1,0.9666666666666667,14
57,greedy,6,50.0,1.0,1,0.5,7
57,dp,6,51.0,1.0,1,0.9666666666666667,14
57,greedy,6,51.0,1.0,1,0.5,7
57,dp,6,52.0,1.0,1,0.9666666666666667,14
57,greedy,6,52.0,1.0,1,0.5,7
57,dp,6,53.0,1.0,1,0.9666666666666667,14
57,greedy,6,53.0,1.0,1,0.5,7
57,dp,6,54.0,1.0,1,0.9666666666666667,14
57,greedy,6,54.0,1.0,1,0.5,7
57,dp,6,55.0,1.0,1,0.9666666666666667,14
57,greedy,6,55.0,1.0,1,0.5,7
57,dp,6,56.0,1.0,1,0.9666666666666667,14
57,greedy,6,56.0,1.0,1,0.5,7
57,dp,6,57.0,1.0,1,0.9666666666666667,14
57,greedy,6,57.0,1.0,1,0.5,7
57,dp,6,58.0,1.0,1,0.9666666666666667,14
57,greedy,6,58.0,1.0,1,0.5,7
57,dp,6,59.0,1.0,1,0.9666666666666667,14
57,greedy,6,59.0,1.0,1,0.5,7
57,dp,6,60.0,1.0,1,0.9666666666666667,14
57,greedy,6,60.0,1.0,1,0.5,7
57,dp,6,68.4977789469,1.0,1,0.9666666666666667,14
57,greedy,6,68.4977789469,1.0,1,0.5,7
57,dp,6,100.0,1.0,1,0.9666666666666667,14
57,greedy,6,100.0,1.0,1,0.5,7
57,dp,6,102.7466684204,1.0,1,0.9666666666666667,14
57,greedy,6,102.7466684204,1.0,1,0.5,7
57,dp,6,136.9955578938,1.0,1,0.9666666666666667,14
57,greedy,6,136.9955578938,1.0,1,0.5,7
57,dp,6,171.2444473673,1.0,1,0.9666666666666667,14
57,greedy,6,171.2444473673,1.0,1,0.5,7
57,dp,6,205.4933368407,1.0,1,0.9666666666666667,14
57,greedy,6,205.4933368407,1.0,1,0.5,7
57,dp,6,239.7422263142,1.0,1,0.9666666666666667,14
57,greedy,6,239.7422263142,1.0,1,0.5,7
57,dp,6,273.9911157876,1.0,1,0.8333333333333334,12
57,greedy,6,273.9911157876,1.0,1,0.5,7
57,dp,6,308.2400052611,1.0,1,0.7666666666666667,11
57,greedy,6,308.2400052611,1.0,1,0.5,7
57,dp,6,342.4888947345,1.0,1,0.7,10
57,greedy,6,342.4888947345,1.0,1,0.5,7
57,dp,6,376.737784208,1.0,1,0.7,10
57,greedy,6,376.737784208,1.0,1,0.5,7
57,dp,6,410.9866736815,1.0,1,0.6333333333333333,9
57,greedy,6,410.9866736815,1.0,1,0.5,7
57,dp,6,445.2355631549,1.0,1,0.5666666666666667,8
57,greedy,6,445.2355631549,1.0,1,0.5,7
57,dp,6,479.4844526284,1.0,1,0.5,7
57,greedy,6,479.4844526284,1.0,1,0.5,7
57,dp,6,513.7333421018,1.0,1,0.5,7
57,greedy,6,513.7333421018,1.0,1,0.5,7
57,dp,6,547.9822315753,1.0,1,0.43333333333333335,6
57,greedy,6,547.9822315753,1.0,1,0.5,7
57,dp,6,582.2311210487,1.0,1,0.43333333333333335,6
57,greedy,6,582.2311210487,1.0,1,0.5,7
57,dp,6,616.4800105222,1.0,1,0.43333333333333335,6
57,greedy,6,616.4800105222,1.0,1,0.5,7
57,dp,6,650.7288999956,1.0,1,0.36666666666666664,5
57,greedy,6,650.7288999956,1.0,1,0.5,7
57,dp,6,684.9777894691,1.0,1,0.36666666666666664,5
57,greedy,6,684.9777894691,1.0,1,0.5,7
57,dp,6,719.2266789426,1.0,1,0.36666666666666664,5
57,greedy,6,719.2266789426,1.0,1,0.5,7
57,dp,6,753.475568416,1.0,1,0.3,4
57,greedy,6,753.475568416,1.0,1,0.5,7
57,dp,6,787.7244578895,1.0,1,0.3,4
57,greedy,6,787.7244578895,1.0,1,0.5,7
57,dp,6,821.9733473629,1.0,1,0.3,4
57,greedy,6,821.9733473629,1.0,1,0.5,7
57,dp,6,856.2222368364,1.0,1,0.23333333333333334,3
57,greedy,6,856.2222368364,1.0,1,0.5,7
57,dp,6,890.4711263098,1.0,1,0.23333333333333334,3
57,greedy,6,890.4711263098,1.0,1,0.5,7
57,dp,6,924.7200157833,1.0,1,0.23333333333333334,3
57,greedy,6,924.7200157833,1.0,1,0.5,7
57,dp,6,958.9689052567,1.0,1,0.23333333333333334,3
57,greedy,6,958.9689052567,1.0,1,0.5,7
57,dp,6,993.2177947302,1.0,1,0.23333333333333334,3
57,greedy,6,993.2177947302,1.0,1,0.5,7
57,dp,6,1027.4666842036,1.0,1,0.23333333333333334,3
57,greedy,6,1027.4666842036,1.0,1,0.5,7
57,dp,6,1111.4906654191,1.0,1,0.23333333333333334,3
57,greedy,6,1111.4906654191,1.0,1,0.5,7
57,dp,6,1202.3859442911,1.0,1,0.23333333333333334,3
57,greedy,6,1202.3859442911,1.0,1,0.5,7
57,dp,6,1300.7144405335,1.0,1,0.16666666666666666,2
57,greedy,6,1300.7144405335,1.0,1,0.5,7
57,dp,6,1407.084026427,1.0,1,0.1,1
57,greedy,6,1407.084026427,1.0,1,0.5,7
57,dp,6,1522.1522847197,1.0,1,0.1,1
57,greedy,6,1522.1522847197,1.0,1,0.5,7
57,dp,6,1646.6305738406,1.0,1,0.1,1
57,greedy,6,1646.6305738406,1.0,1,0.5,7
57,dp,6,1781.2884255572,1.0,1,0.1,1
57,greedy,6,1781.2884255572,1.0,1,0.5,7
57,dp,6,1926.9583022641,1.0,1,0.1,1
57,greedy,6,1926.9583022641,1.0,1,0.5,7
57,dp,6,2084.5407433122,1.0,1,0.1,1
57,greedy,6,2084.5407433122,1.0,1,0.5,7
57,dp,6,2255.0099321938,1.0,1,0.1,1
57,greedy,6,2255.0099321938,1.0,1,0.5,7
57,dp,6,2439.4197189989,1.0,1,0.03333333333333333,0
57,greedy,6,2439.4197189989,1.0,1,0.5,7
57,dp,6,2638.9101353765,1.0,1,0.03333333333333333,0
57,greedy,6,2638.9101353765,1.0,1,0.5,7
57,dp,6,2854.7144422734,1.0,1,0.03333333333333333,0
57,greedy,6,2854.7144422734,1.0,1,0.5,7
57,dp,6,3088.1667540231,1.0,1,0.03333333333333333,0
57,greedy,6,3088.1667540231,1.0,1,0.5,7
57,dp,6,3340.7102859153,1.0,1,0.03333333333333333,0
57,greedy,6,3340.7102859153,1.0,1,0.5,7
57,dp,6,3613.9062762336,1.0,1,0.03333333333333333,0
57,greedy,6,3613.9062762336,1.0,1,0.5,7
57,dp,6,3909.4436379186,1.0,1,0.03333333333333333,0
57,greedy,6,3909.4436379186,1.0,1,0.5,7
57,dp,6,4229.149399522,1.0,1,0.03333333333333333,0
57,greedy,6,4229.149399522,1.0,1,0.5,7
57,dp,6,4575.0,1.0,1,0.03333333333333333,0
57,greedy,6,4575.0,1.0,1,0.5,7
57,dp,7,0.0,0.0,0,0.03333333333333333,0
57,greedy,7,0.0,0.0,0,0.5,7
57,dp,7,0.1745762712,0.0,0,0.9666666666666667,14
57,greedy,7,0.1745762712,0.0,0,0.5,7
57,dp,7,0.3543898305,0.0,0,0.9666666666666667,14
57,greedy,7,0.3543898305,0.0,0,0.5,7
57,dp,7,0.5395977966,0.0,0,0.9666666666666667,14
57,greedy,7,0.5395977966,0.0,0,0.5,7
57,dp,7,0.7303620017,0.0,0,0.9666666666666667,14
57,greedy,7,0.7303620017,0.0,0,0.5,7
57,dp,7,0.9268491329,0.0,0,0.9666666666666667,14
57,greedy,7,0.9268491329,0.0,0,0.5,7
57,dp,7,1.0,0.0,0,0.9666666666666667,14
57,greedy,7,1.0,0.0,0,0.5,7
57,dp,7,1.1292308781,0.0,0,0.9666666666666667,14
57,greedy,7,1.1292308781,0.0,0,0.5,7
57,dp,7,1.3376840756,0.0,0,0.9666666666666667,14
57,greedy,7,1.3376840756,0.0,0,0.5,7
57,dp,7,1.5523908691,0.0,0,0.9666666666666667,14
57,greedy,7,1.5523908691,0.0,0,0.5,7
57,dp,7,1.7735388664,0.0,0,0.9666666666666667,14
57,greedy,7,1.7735388664,0.0,0,0.5,7
57,dp,7,2.0,0.0,0,0.9666666666666667,14
57,greedy,7,2.0,0.0,0,0.5,7
57,dp,7,2.0013213035,0.0,0,0.9666666666666667,14
57,greedy,7,2.0013213035,0.0,0,0.5,7
57,dp,7,2.2359372138,0.0,0,0.9666666666666667,14
57,greedy,7,2.2359372138,0.0,0,0.5,7
57,dp,7,2.4775916014,0.0,0,0.9666666666666667,14
57,greedy,7,2.4775916014,0.0,0,0.5,7
57,dp,7,2.7264956207,0.0,0,0.9666666666666667,14
57,greedy,7,2.7264956207,0.0,0,0.5,7
57,dp,7,2.9828667605,0.0,0,0.9666666666666667,14
57,greedy,7,2.9828667605,0.0,0,0.5,7
57,dp,7,3.0,0.0,0,0.9666666666666667,14
57,greedy,7,3.0,0.0,0,0.5,7
57,dp,7,3.2469290345,0.0,0,0.9666666666666667,14
57,greedy,7,3.2469290345,0.0,0,0.5,7
57,dp,7,3.5189131767,0.0,0,0.9666666666666667,14
57,greedy,7,3.5189131767,0.0,0,0.5,7
57,dp,7,3.7990568432,0.0,0,0.9666666666666667,14
57,greedy,7,3.7990568432,0.0,0,0.5,7
57,dp,7,4.0,0.0,0,0.9666666666666667,14
57,greedy,7,4.0,0.0,0,0.5,7
57,dp,7,4.0876048196,0.0,0,0.9666666666666667,14
57,greedy,7,4.0876048196,0.0,0,0.5,7
57,dp,7,4.3848092354,0.0,0,0.9666666666666667,14
57,greedy,7,4.3848092354,0.0,0,0.5,7
57,dp,7,4.6909297837,0.0,0,0.9666666666666667,14
57,greedy,7,4.6909297837,0.0,0,0.5,7
57,dp,7,5.0,0.0,0,0.9666666666666667,14
57,greedy,7,5.0,0.0,0,0.5,7
57,dp,7,5.0062339484,0.0,0,0.9666666666666667,14
57,greedy,7,5.0062339484,0.0,0,0.5,7
57,dp,7,5.330997238,0.0,0,0.9666666666666667,14
57,greedy,7,5.330997238,0.0,0,0.5,7
57,dp,7,5.6655034263,0.0,0,0.9666666666666667,14
57,greedy,7,5.6655034263,0.0,0,0.5,7
57,dp,7,6.0,0.0,0,0.9666666666666667,14
57,greedy,7,6.0,0.0,0,0.5,7
57,dp,7,6.0100448003,0.0,0,0.9666666666666667,14
57,greedy,7,6.0100448003,0.0,0,0.5,7
57,dp,7,6.3649224155,0.0,0,0.9666666666666667,14
57,greedy,7,6.3649224155,0.0,0,0.5,7
57,dp,7,6.7304463592,0.0,0,0.9666666666666667,14
57,greedy,7,6.7304463592,0.0,0,0.5,7
57,dp,7,7.0,0.0,0,0.9666666666666667,14
57,greedy,7,7.0,1.0,1,0.5,7
57,dp,7,7.1069360211,0.0,0,0.9666666666666667,14
57,greedy,7,7.1069360211,1.0,1,0.5,7
57,dp,7,7.4947203729,0.0,0,0.9666666666666667,14
57,greedy,7,7.4947203729,1.0,1,0.5,7
57,dp,7,7.8941382553,0.0,0,0.9666666666666667,14
